"module name","license","repository"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"smob@1.6.2","MIT","https://github.com/Tada5hi/smob"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.8.0-beta.0","BSD-3-Clause","https://github.com/mozilla/source-map"
"stackback@0.0.2","MIT","https://github.com/shtylman/node-stackback"
"std-env@4.1.0","MIT","https://github.com/unjs/std-env"
"stop-iteration-iterator@1.1.0","MIT","https://github.com/ljharb/stop-iteration-iterator"
"string.prototype.matchall@4.0.12","MIT","https://github.com/es-shims/String.prototype.matchAll"
"string.prototype.trim@1.2.10","MIT","https://github.com/es-shims/String.prototype.trim"
"string.prototype.trimend@1.0.9","MIT","https://github.com/es-shims/String.prototype.trimEnd"
"string.prototype.trimstart@1.0.8","MIT","https://github.com/es-shims/String.prototype.trimStart"
"stringify-object@3.3.0","BSD-2-Clause","https://github.com/yeoman/stringify-object"
"strip-comments@2.0.1","MIT","https://github.com/jonschlinkert/strip-comments"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"svelte@5.55.9","MIT","https://github.com/sveltejs/svelte"
"symbol-tree@3.2.4","MIT","https://github.com/jsdom/js-symbol-tree"
"tailwindcss@4.3.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.3.3","MIT","https://github.com/webpack/tapable"
"temp-dir@2.0.0","MIT","https://github.com/sindresorhus/temp-dir"
"tempy@0.6.0","MIT","https://github.com/sindresorhus/tempy"
"terser@5.48.0","BSD-2-Clause","https://github.com/terser/terser"
"tinybench@2.9.0","MIT","https://github.com/tinylibs/tinybench"
"tinyexec@1.2.4","MIT","https://github.com/tinylibs/tinyexec"
"tinyglobby@0.2.16","MIT","https://github.com/SuperchupuDev/tinyglobby"
"tinyrainbow@3.1.0","MIT","https://github.com/tinylibs/tinyrainbow"
"tldts-core@7.4.2","MIT","https://github.com/remusao/tldts"
"tldts@7.4.2","MIT","https://github.com/remusao/tldts"
"tough-cookie@6.0.1","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"tr46@1.0.1","MIT","https://github.com/Sebmaster/tr46.js"
"tr46@6.0.0","MIT","https://github.com/jsdom/tr46"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-fest@0.16.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typed-array-buffer@1.0.3","MIT","https://github.com/inspect-js/typed-array-buffer"
"typed-array-byte-length@1.0.3","MIT","https://github.com/inspect-js/typed-array-byte-length"
"typed-array-byte-offset@1.0.4","MIT","https://github.com/inspect-js/typed-array-byte-offset"
"typed-array-length@1.0.8","MIT","https://github.com/inspect-js/typed-array-length"
"unbox-primitive@1.1.0","MIT","https://github.com/ljharb/unbox-primitive"
"undici@7.27.1","MIT","https://github.com/nodejs/undici"
"unicode-canonical-property-names-ecmascript@2.0.1","MIT","https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript"
"unicode-match-property-ecmascript@2.0.0","MIT","https://github.com/mathiasbynens/unicode-match-property-ecmascript"
"unicode-match-property-value-ecmascript@2.2.1","MIT","https://github.com/mathiasbynens/unicode-match-property-value-ecmascript"
"unicode-property-aliases-ecmascript@2.2.0","MIT","https://github.com/mathiasbynens/unicode-property-aliases-ecmascript"
"unique-string@2.0.0","MIT","https://github.com/sindresorhus/unique-string"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"upath@1.2.0","MIT","https://github.com/anodynos/upath"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"vite-plugin-pwa@1.3.0","MIT","https://github.com/vite-pwa/vite-plugin-pwa"
"vite@8.0.14","MIT","https://github.com/vitejs/vite"
"vitefu@1.1.3","MIT","https://github.com/svitejs/vitefu"
"vitest@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"w3c-xmlserializer@5.0.0","MIT","https://github.com/jsdom/w3c-xmlserializer"
"webidl-conversions@4.0.2","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webidl-conversions@8.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-mimetype@5.0.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"whatwg-url@16.0.1","MIT","https://github.com/jsdom/whatwg-url"
"whatwg-url@7.1.0","MIT","https://github.com/jsdom/whatwg-url"
"which-boxed-primitive@1.1.1","MIT","https://github.com/inspect-js/which-boxed-primitive"
"which-builtin-type@1.2.1","MIT","https://github.com/inspect-js/which-builtin-type"
"which-collection@1.0.2","MIT","https://github.com/inspect-js/which-collection"
"which-typed-array@1.1.21","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"why-is-node-running@2.3.0","MIT","https://github.com/mafintosh/why-is-node-running"
"workbox-background-sync@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-broadcast-update@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-build@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-cacheable-response@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-core@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-expiration@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-google-analytics@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-navigation-preload@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-precaching@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-range-requests@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-recipes@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-routing@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-strategies@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-streams@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-sw@7.4.1","MIT","https://github.com/googlechrome/workbox"
"workbox-window@7.4.1","MIT","https://github.com/googlechrome/workbox"
"xml-name-validator@5.0.0","Apache-2.0","https://github.com/jsdom/xml-name-validator"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"zimmerframe@1.1.4","MIT","https://github.com/sveltejs/zimmerframe"
